txn_id,txn_datetime,store_id,member_id,channel,payment_method,total_amount,discount_amount,campaign_id,is_return
T000987,2025-03-17T20:25:00,S02,M000950,store,line_pay,105,0,,false
T000988,2025-03-17T19:34:00,S02,M000573,store,cash,160,0,,false
T000989,2025-03-17T17:03:00,S02,M000980,store,cash,990,0,,false
T000990,2025-03-17T17:32:00,S03,M000562,store,mobile_payment,95,0,,false
T000991,2025-03-17T21:52:00,S03,M000100,store,credit_card,35,0,,false
T000992,2025-03-17T11:58:00,S04,M000249,store,line_pay,1020,0,,false
T000993,2025/03/17 12:31,S05,M000383,store,credit_card,915,0,,false
T000994,2025/03/17 17:14,S05,,store,cash,3374,96,,false
T000995,2025-03-17T12:39:00,S05,,store,credit_card,2660,0,,false
T000996,2025-03-17T17:34:00,S06,M000018,store,credit_card,110,0,,false
T000997,2025-03-17T20:53:00,S99,M000540,online,credit_card,960,0,,false
T000998,2025-03-18T20:59:00,S01,M000356,store,credit_card,155,0,,false
T000999,2025-03-18T17:06:00,S03,M000165,store,credit_card,130,0,,false
T001000,2025-03-18T20:51:00,S03,M000927,store,line_pay,70,0,,false
T001001,2025-03-18T12:00:00,S03,M000254,store,mobile_payment,180,0,,false
T001002,2025-03-18T20:28:00,S03,M000923,store,credit_card,1255,0,,false
T001003,2025/03/18 12:00,S03,,store,cash,1592,138,,false
T001004,2025-03-18T20:09:00,S04,M000564,store,mobile_payment,855,0,,false
T001005,2025-03-18T21:03:00,S04,M000277,store,cash,1359,0,,false
T001006,2025-03-18T17:33:00,S05,M000943,store,credit_card,300,0,,false
T001007,2025-03-18T20:35:00,S05,,store,mobile_payment,1595,0,,false
T001008,2025-03-18T18:04:00,S06,M000669,store,credit_card,125,0,,false
T001009,2025-03-18T17:26:00,S06,M000365,store,cash,195,0,,false
T001010,2025-03-18T14:51:00,S99,M000603,online,credit_card,90,0,,false
T001011,2025-03-18T14:50:00,S99,M000306,online,credit_card,185,0,,false
T001012,2025-03-19T18:37:00,S01,M000291,store,mobile_payment,90,0,,false
T001013,2025-03-19T17:38:00,S01,M000298,store,line_pay,190,0,,false
T001014,2025-03-19T20:03:00,S01,M000581,store,line_pay,405,0,,false
T001015,2025-03-19T21:00:00,S01,M000966,store,line_pay,1260,0,,false
T001016,2025-03-19T17:02:00,S02,M000965,store,cash,1640,0,,false
T001017,2025-03-19T12:15:00,S02,M000624,store,mobile_payment,400,0,,false
T001018,2025-03-19T11:20:00,S02,M001049,store,credit_card,425,0,,false
T001019,2025-03-19T15:54:00,S03,M000488,store,cash,105,0,,false
T001020,2025-03-19T20:37:00,S03,M000177,store,credit_card,95,0,,false
T001021,2025/03/19 17:32,S03,M000086,store,credit_card,95,0,,false
T001022,2025-03-19T12:18:00,S03,M000105,store,cash,35,0,,false
T001023,2025-03-19T18:26:00,S03,M000185,store,cash,110,0,,false
T001024,2025-03-19T18:58:00,S03,M001050,store,credit_card,105,0,,false
T001025,2025-03-19T15:25:00,S03,M001157,store,cash,160,0,,false
T001026,2025-03-19T20:57:00,S04,,store,cash,1620,0,,false
T001027,2025-03-19T15:13:00,S05,M000643,store,credit_card,205,0,,false
T001028,2025-03-19T15:12:00,S05,M000599,store,credit_card,875,0,,false
T001029,2025-03-19T15:44:00,S05,M000494,store,credit_card,350,0,,false
T001030,2025-03-20T12:15:00,S01,M000192,store,credit_card,375,0,,false
T001031,2025-03-20T18:30:00,S01,M000896,store,cash,365,0,,false
T001032,2025-03-20T20:38:00,S02,M000375,store,line_pay,290,0,,false
T001033,2025-03-20T19:53:00,S02,M000026,store,cash,920,0,,false
T001034,2025-03-20T20:05:00,S02,,store,line_pay,2185,0,,false
T001035,2025-03-20T15:45:00,S03,M000962,store,credit_card,140,0,,false
T001036,2025-03-20T21:08:00,S03,M000532,store,cash,70,0,,false
T001037,2025-03-20T12:49:00,S03,M000592,store,cash,105,0,,false
T001038,2025-03-20T21:21:00,S03,M000748,store,credit_card,95,0,,false
T001039,2025-03-20T12:51:00,S03,M000167,store,cash,105,0,,false
T001040,2025-03-20T18:05:00,S03,M000078,store,credit_card,190,0,,false
T001041,2025-03-20T11:56:00,S04,M000859,store,mobile_payment,840,0,,false
T001042,2025-03-20T17:17:00,S04,M000657,store,line_pay,820,0,,false
T001043,2025-03-20T19:52:00,S04,,store,credit_card,1785,0,,false
T001044,2025-03-20T15:29:00,S05,M000976,store,credit_card,90,0,,false
T001045,2025-03-20T19:28:00,S06,M000017,store,cash,95,0,,false
T001046,2025-03-20T12:28:00,S06,M000556,store,line_pay,1340,0,,false
T001047,2025-03-21T12:39:00,S02,M000328,store,cash,105,0,,false
T001048,2025-03-21T18:22:00,S02,,store,cash,1960,0,,false
T001049,2025-03-21T19:39:00,S03,M000995,store,credit_card,190,0,,false
T001050,2025-03-21T15:27:00,S03,M001163,store,cash,90,0,,false
T001051,2025-03-21T18:57:00,S03,M000960,store,cash,110,0,,false
T001052,2025-03-21T20:09:00,S04,,store,line_pay,1523,132,,false
T001053,2025-03-21T19:11:00,S04,,store,credit_card,2220,0,,false
T001054,2025-03-21T12:52:00,S05,M000493,store,credit_card,100,0,,false
T001055,2025-03-21T19:40:00,S05,M000385,store,credit_card,345,0,,false
T001056,2025-03-21T20:53:00,S99,M000788,online,cash,635,0,,false
T001057,2025-03-21T21:34:00,S99,,online,credit_card,1560,0,,false
T001058,2025-03-22T14:47:00,S01,M000413,store,line_pay,140,0,,false
T001059,2025-03-22T12:03:00,S01,M000525,store,mobile_payment,450,0,,false
T001060,2025-03-22T16:50:00,S01,,store,cash,2809,71,,false
T001061,2025-03-22T14:21:00,S01,,store,cash,1625,0,,false
T001062,2025-03-22T12:06:00,S02,M000968,store,mobile_payment,90,0,,false
T001063,2025-03-22T11:07:00,S02,M000336,store,credit_card,1435,0,,false
T001064,2025-03-22T12:18:00,S03,M000319,store,cash,175,0,,false
T001065,2025-03-22T14:04:00,S03,M000447,store,line_pay,95,0,,false
T001066,2025-03-22T19:05:00,S03,M000463,store,credit_card,110,0,,false
T001067,2025-03-22T19:07:00,S03,M000174,store,mobile_payment,110,0,,false
T001068,2025-03-22T15:09:00,S04,,store,cash,1895,0,,false
T001069,2025-03-22T17:05:00,S05,M000894,store,line_pay,1475,0,,false
T001070,2025-03-22T11:27:00,S05,,store,cash,2080,0,,false
T001071,2025-03-23T17:27:00,S01,M000408,store,cash,155,0,,false
T001072,2025-03-23T20:25:00,S01,M001007,store,line_pay,920,0,,false
T001073,2025-03-23T20:41:00,S01,,store,credit_card,890,0,,false
T001074,2025-03-23T17:23:00,S01,,store,cash,1915,0,,false
T001075,2025-03-23T19:25:00,S02,M000651,store,credit_card,1410,0,,false
T001076,2025-03-23T16:41:00,S02,M000361,store,line_pay,810,0,,false
T001077,2025-03-23T12:22:00,S02,,store,credit_card,1905,20,,false
T001078,2025-03-23T14:12:00,S03,M000563,store,credit_card,125,0,,false
T001079,2025-03-23T19:03:00,S03,M000321,store,line_pay,155,0,,false
T001080,2025-03-23T20:47:00,S03,M000961,store,cash,105,0,,false
T001081,2025-03-23T19:23:00,S03,M001180,store,credit_card,1565,0,,false
T001082,2025-03-23T19:29:00,S03,M000025,store,cash,1300,0,,false
T001083,2025-03-23T12:36:00,S03,,store,credit_card,1950,0,,false
T001084,2025-03-23T16:59:00,S04,M000782,store,cash,70,0,,false
T001085,2025-03-23T15:20:00,S04,M001097,store,line_pay,845,0,,false
T001086,2025-03-23T14:17:00,S05,M000776,store,line_pay,130,0,,false
T001087,2025-03-23T12:02:00,S05,M001102,store,line_pay,270,0,,false
T001088,2025-03-23T11:56:00,S06,M000708,store,cash,90,0,,false
T001089,2025/03/23 15:55,S06,,store,mobile_payment,810,0,,false
T001090,2025-03-23T09:11:00,S99,M001097,online,line_pay,1370,0,,false
T001091,2025-03-24T19:43:00,S01,M000685,store,credit_card,805,0,,false
T001092,2025-03-24T19:57:00,S01,,store,cash,1541,104,,false
T001093,2025-03-24T15:04:00,S01,,store,mobile_payment,-880,0,,true
T001094,2025-03-24T20:49:00,S02,M001144,store,cash,140,0,,false
T001095,2025-03-24T19:13:00,S02,M000104,store,line_pay,190,0,,false
T001096,2025-03-24T20:16:00,S02,M000243,store,cash,65,0,,false
T001097,2025-03-24T11:39:00,S02,M000537,store,line_pay,95,0,,false
T001098,2025-03-24T18:47:00,S02,M000994,store,line_pay,190,0,,false
T001099,2025-03-24T11:08:00,S02,M000503,store,cash,1035,0,,false
T001100,2025-03-24T19:25:00,S02,,store,credit_card,1870,0,,false
T001101,2025-03-24T17:16:00,S03,M000717,store,cash,105,0,,false
T001102,2025-03-24T17:14:00,S03,M000009,store,cash,160,0,,false
T001103,2025-03-24T17:43:00,S03,M000487,store,cash,195,0,,false
T001104,2025-03-24T17:51:00,S04,,store,cash,1370,0,,false
T001105,2025-03-24T19:58:00,S05,,store,credit_card,2070,0,,false
T001106,2025-03-24T12:59:00,S06,M000527,store,credit_card,110,0,,false
T001107,2025-03-24T18:04:00,S06,M001170,store,cash,205,0,,false
T001108,2025-03-25T17:49:00,S01,M000506,store,credit_card,175,0,,false
T001109,2025-03-25T17:39:00,S01,M000367,store,cash,100,0,,false
T001110,2025-03-25T19:33:00,S01,M000898,store,credit_card,310,0,,false
T001111,2025-03-25T17:51:00,S01,M000422,store,credit_card,745,0,,false
T001112,2025-03-25T15:58:00,S01,,store,line_pay,3475,0,,false
T001113,2025-03-25T18:34:00,S02,M000811,store,mobile_payment,130,0,,false
T001114,2025-03-25T19:56:00,S03,M000394,store,cash,110,0,,false
T001115,2025-03-25T19:48:00,S03,M001032,store,credit_card,100,0,,false
T001116,2025-03-25T17:33:00,S03,M000779,store,credit_card,110,0,,false
T001117,2025-03-25T20:58:00,S03,,store,credit_card,1906,89,,false
T001118,2025-03-25T20:51:00,S05,M001121,store,cash,290,0,,false
T001119,2025-03-25T18:01:00,S05,,store,credit_card,1235,0,,false
T001120,2025-03-25T17:36:00,S06,M000402,store,line_pay,110,0,,false
T001121,2025-03-25T18:54:00,S06,M000845,store,cash,95,0,,false
T001122,2025-03-25T11:11:00,S06,M000017,store,credit_card,175,0,,false
T001123,2025-03-25T20:05:00,S99,M000501,online,cash,380,0,,false
T001124,2025-03-26T20:13:00,S01,M000789,store,credit_card,470,0,,false
T001125,2025-03-26T17:52:00,S01,M001189,store,line_pay,460,0,,false
T001126,2025-03-26T20:01:00,S01,M001074,store,credit_card,370,0,,false
T001127,2025-03-26T17:24:00,S01,M001067,store,credit_card,550,0,,false
T001128,2025-03-26T18:53:00,S02,M000026,store,credit_card,365,0,,false
T001129,2025-03-26T18:40:00,S02,M001175,store,credit_card,730,0,,false
T001130,2025-03-26T18:40:00,S03,M000579,store,cash,35,0,,false
T001131,2025-03-26T20:46:00,S03,M000478,store,cash,100,0,,false
T001132,2025-03-26T21:41:00,S03,M000230,store,line_pay,190,0,,false
T001133,2025-03-26T20:27:00,S04,,store,cash,1731,69,,false
T001134,2025-03-26T18:14:00,S04,,store,cash,1400,0,,false
T001135,2025-03-26T18:05:00,S05,M001068,store,cash,415,0,,false
T001136,2025-03-27T12:27:00,S01,,store,mobile_payment,1645,0,,false
T001137,2025-03-27T19:30:00,S01,,store,cash,1301,49,,false
T001138,2025-03-27T18:08:00,S02,M000517,store,mobile_payment,110,0,,false
T001139,2025-03-27T18:05:00,S03,M000238,store,credit_card,110,0,,false
T001140,2025-03-27T18:38:00,S03,M000677,store,credit_card,105,0,,false
T001141,2025-03-27T19:33:00,S03,M001134,store,credit_card,255,0,,false
T001142,2025-03-27T21:10:00,S04,M000412,store,credit_card,110,0,,false
T001143,2025-03-27T21:52:00,S05,M000131,store,cash,165,0,,false
T001144,2025-03-27T17:05:00,S05,,store,credit_card,2080,0,,false
T001145,2025-03-27T15:20:00,S05,,store,cash,1285,90,,false
T001146,2025-03-27T21:18:00,S06,M000725,store,line_pay,110,0,,false
T001147,2025-03-28T20:13:00,S01,M000298,store,cash,180,0,,false
T001148,2025-03-28T20:25:00,S01,M000356,store,line_pay,180,0,,false
T001149,2025-03-28T21:06:00,S01,M001094,store,line_pay,795,0,,false
T001150,2025-03-28T18:18:00,S02,M000202,store,cash,160,0,,false
T001151,2025/03/28 20:22,S02,M000998,store,cash,110,0,,false
T001152,2025-03-28T18:37:00,S02,,store,credit_card,1520,0,,false
T001153,2025-03-28T15:09:00,S03,M000146,store,cash,105,0,,false
T001154,2025-03-28T15:32:00,S03,M000279,store,cash,105,0,,false
T001155,2025-03-28T19:55:00,S03,M000927,store,cash,70,0,,false
T001156,2025-03-28T19:14:00,S03,M000321,store,mobile_payment,160,0,,false
T001157,2025-03-28T21:06:00,S03,M000602,store,credit_card,130,0,,false
T001158,2025-03-28T21:46:00,S03,M000169,store,credit_card,130,0,,false
T001159,2025-03-28T17:57:00,S04,,store,cash,1638,182,,false
T001160,2025-03-28T20:31:00,S04,,store,credit_card,2005,105,,false
T001161,2025-03-28T12:26:00,S04,,store,line_pay,1040,0,,false
T001162,2025-03-28T11:34:00,S05,,store,credit_card,2150,0,,false
T001163,2025-03-28T20:24:00,S05,,store,mobile_payment,2335,0,,false
T001164,2025-03-28T19:11:00,S06,M000669,store,cash,110,0,,false
T001165,2025-03-29T19:53:00,S01,M000836,store,line_pay,430,0,,false
T001166,2025-03-29T12:48:00,S01,M000888,store,cash,1140,0,,false
T001167,2025-03-29T20:04:00,S02,M000080,store,cash,160,0,,false
T001168,2025-03-29T12:39:00,S02,M000014,store,credit_card,90,0,,false
T001169,2025-03-29T12:49:00,S03,M000721,store,mobile_payment,180,0,,false
T001170,2025-03-29T15:28:00,S03,M000108,store,credit_card,145,0,,false
T001171,2025-03-29T11:24:00,S03,M000162,store,cash,180,0,,false
T001172,2025-03-29T11:18:00,S03,M000106,store,credit_card,195,0,,false
T001173,2025-03-29T15:52:00,S04,M001020,store,credit_card,1485,0,,false
T001174,2025-03-29T17:10:00,S04,,store,cash,2425,0,,false
T001175,2025-03-29T17:35:00,S05,M000379,store,line_pay,1415,0,,false
T001176,2025-03-29T19:04:00,S05,M000945,store,cash,1060,0,,false
T001177,2025-03-29T17:32:00,S05,,store,mobile_payment,2020,0,,false
T001178,2025-03-29T16:00:00,S06,M001078,store,line_pay,1480,0,,false
T001179,2025-03-29T21:11:00,S99,M000372,online,line_pay,110,0,,false
T001180,2025-03-29T14:34:00,S99,M000842,online,cash,310,0,,false
T001181,2025/03/30 11:15,S01,M000329,store,cash,465,0,,false
T001182,2025-03-30T14:02:00,S01,M000912,store,cash,360,0,,false
T001183,2025-03-30T20:20:00,S02,M000467,store,credit_card,1030,0,,false
T001184,2025-03-30T17:14:00,S02,M000641,store,cash,1190,0,,false
T001185,2025-03-30T19:16:00,S03,M001153,store,credit_card,110,0,,false
T001186,2025-03-30T15:08:00,S03,M000140,store,cash,105,0,,false
T001187,2025-03-30T14:23:00,S03,M001095,store,cash,110,0,,false
T001188,2025-03-30T11:33:00,S03,M000597,store,credit_card,70,0,,false
T001189,2025-03-30T16:06:00,S03,M000996,store,credit_card,180,0,,false
T001190,2025-03-30T20:35:00,S03,M000253,store,cash,195,0,,false
T001191,2025-03-30T17:52:00,S03,M000646,store,mobile_payment,70,0,,false
T001192,2025-03-30T20:40:00,S04,M000885,store,mobile_payment,1499,0,,false
T001193,2025-03-30T20:28:00,S05,M001179,store,credit_card,90,0,,false
T001194,2025-03-30T16:02:00,S05,M000972,store,line_pay,180,0,,false
T001195,2025-03-30T15:40:00,S05,,store,cash,1810,0,,false
T001196,2025-03-30T20:01:00,S99,M000964,online,credit_card,110,0,,false
T001197,2025-03-31T17:36:00,S01,M001000,store,line_pay,470,0,,false
T001198,2025-03-31T21:53:00,S02,M000705,store,credit_card,90,0,,false
T001199,2025-03-31T11:23:00,S02,M000549,store,credit_card,155,0,,false
T001200,2025-03-31T19:19:00,S02,M000336,store,cash,270,0,,false
T001201,2025-03-31T20:23:00,S02,M001048,store,cash,1495,0,,false
T001202,2025-03-31T15:47:00,S02,,store,cash,1492,78,,false
T001203,2025-03-31T12:17:00,S03,M000344,store,cash,180,0,,false
T001204,2025-03-31T17:31:00,S03,M000011,store,credit_card,110,0,,false
T001205,2025-03-31T17:25:00,S03,M000563,store,credit_card,105,0,,false
T001206,2025-03-31T12:06:00,S03,M000786,store,line_pay,100,0,,false
T001207,2025-03-31T11:48:00,S03,M000081,store,cash,70,0,,false
T001208,2025-03-31T19:13:00,S03,M000141,store,line_pay,90,0,,false
T001209,2025-03-31T21:44:00,S04,,store,credit_card,1760,0,,false
T001210,2025-03-31T20:20:00,S05,M001082,store,line_pay,110,0,,false
T001211,2025-03-31T12:10:00,S05,M000709,store,cash,1020,0,,false
T001212,2025-03-31T20:10:00,S05,M000722,store,cash,290,0,,false
T001213,2025-03-31T12:07:00,S06,M001085,store,credit_card,95,0,,false
T001214,2025-03-31T20:21:00,S06,M000758,store,mobile_payment,180,0,,false
T001215,2025-03-31T18:02:00,S06,M000446,store,line_pay,95,0,,false
T001216,2025-03-31T19:22:00,S06,M000316,store,cash,1440,0,,false
T001217,2025-03-31T20:26:00,S06,M000662,store,cash,1280,0,,false
T001218,2025-03-31T21:40:00,S99,M000176,online,credit_card,110,0,,false
T001219,2025-03-31T22:57:00,S99,M000664,online,line_pay,980,0,,false
T001220,2025-03-31T22:04:00,S99,M000824,online,credit_card,770,0,,false
T001221,2025-04-01T15:33:00,S01,M000835,store,credit_card,190,0,,false
T001222,2025-04-01T19:28:00,S01,M000743,store,line_pay,300,0,,false
T001223,2025-04-01T20:53:00,S03,M000589,store,credit_card,160,0,,false
T001224,2025-04-01T18:16:00,S03,M000100,store,mobile_payment,35,0,,false
T001225,2025-04-01T12:17:00,S03,M001138,store,cash,110,0,,false
T001226,2025-04-01T20:27:00,S03,M000078,store,line_pay,110,0,,false
T001227,2025-04-01T19:32:00,S04,M000021,store,credit_card,1279,0,,false
T001228,2025-04-01T21:24:00,S05,M000692,store,line_pay,340,0,,false
T001229,2025-04-01T20:11:00,S06,M000750,store,line_pay,110,0,,false
T001230,2025-04-01T20:34:00,S06,M000091,store,credit_card,805,0,,false
T001231,2025-04-01T19:52:00,S06,M000509,store,cash,1165,0,,false
T001232,2025-04-01T18:07:00,S06,M001043,store,cash,630,0,,false
T001233,2025/04/01 19:03,S06,M000096,store,line_pay,700,0,,false
T001234,2025-04-01T21:42:00,S99,,online,cash,1915,0,,false
T001235,2025-04-02T21:00:00,S01,M000413,store,mobile_payment,175,0,,false
T001236,2025-04-02T17:17:00,S01,M000429,store,line_pay,335,0,,false
T001237,2025-04-02T19:30:00,S02,M001002,store,credit_card,890,0,,false
T001238,2025-04-02T17:09:00,S03,M000488,store,credit_card,95,0,,false
T001239,2025-04-02T19:34:00,S03,M000235,store,mobile_payment,65,0,,false
T001240,2025/04/02 21:21,S03,M000199,store,cash,70,0,,false
T001241,2025-04-02T20:02:00,S03,M000648,store,cash,130,0,,false
T001242,2025-04-02T19:44:00,S03,M000394,store,mobile_payment,95,0,,false
T001243,2025-04-02T18:38:00,S04,M000526,store,credit_card,1319,0,,false
T001244,2025-04-02T18:11:00,S05,M000380,store,cash,1390,0,,false
T001245,2025-04-02T12:01:00,S05,M001109,store,cash,390,0,,false
T001246,2025-04-02T21:30:00,S05,,store,credit_card,2425,0,,false
T001247,2025-04-02T19:59:00,S06,M000083,store,credit_card,845,0,,false
T001248,2025-04-02T21:54:00,S99,M001097,online,line_pay,1745,0,,false
T001249,2025/04/03 20:07,S01,M001014,store,line_pay,650,0,,false
T001250,2025-04-03T12:30:00,S01,M000873,store,line_pay,1340,0,,false
T001251,2025-04-03T20:18:00,S01,M001067,store,credit_card,1410,0,,false
T001252,2025-04-03T20:20:00,S01,M000343,store,mobile_payment,1160,0,,false
T001253,2025-04-03T11:38:00,S01,,store,credit_card,1440,0,,false
T001254,2025-04-03T21:05:00,S01,,store,line_pay,1275,0,,false
T001255,2025-04-03T19:21:00,S02,M000517,store,cash,160,0,,false
T001256,2025-04-03T12:30:00,S03,M001092,store,credit_card,35,0,,false
T001257,2025-04-03T15:44:00,S03,M000444,store,mobile_payment,95,0,,false
T001258,2025-04-03T20:38:00,S03,M000849,store,line_pay,105,0,,false
T001259,2025-04-03T18:42:00,S03,M000127,store,line_pay,165,0,,false
T001260,2025-04-03T20:37:00,S03,M000287,store,credit_card,890,0,,false
T001261,2025-04-03T18:09:00,S06,M000576,store,credit_card,175,0,,false
T001262,2025-04-03T12:24:00,S99,M001097,online,cash,710,0,,false
T001263,2025-04-04T19:23:00,S01,M000858,store,credit_card,400,0,,false
T001264,2025-04-04T12:57:00,S01,M000941,store,line_pay,1195,0,,false
T001265,2025-04-04T15:43:00,S01,M001097,store,credit_card,1389,36,,false
T001266,2025-04-04T21:22:00,S01,,store,credit_card,2155,0,,false
T001267,2025/04/04 15:45,S01,,store,credit_card,1545,0,,false
T001268,2025-04-04T12:02:00,S02,M000259,store,credit_card,185,0,,false
T001269,2025-04-04T18:36:00,S03,M000406,store,credit_card,70,0,,false
T001270,2025-04-04T17:45:00,S03,M000105,store,line_pay,175,0,,false
T001271,2025-04-04T19:41:00,S03,M001065,store,credit_card,70,0,,false
T001272,2025-04-04T18:49:00,S03,M000436,store,cash,135,0,,false
T001273,2025-04-04T17:21:00,S03,M000626,store,line_pay,130,0,,false
T001274,2025-04-04T21:25:00,S04,M000519,store,credit_card,1350,0,,false
T001275,2025-04-04T12:07:00,S04,,store,credit_card,1434,46,,false
T001276,2025-04-04T21:15:00,S05,M000036,store,cash,155,0,,false
T001277,2025-04-04T21:31:00,S05,M000286,store,line_pay,1020,0,,false
T001278,2025-04-04T17:19:00,S05,M001158,store,credit_card,320,0,,false
T001279,2025-04-04T22:11:00,S99,M000829,online,cash,130,0,,false
T001280,2025-04-04T22:31:00,S99,M001029,online,credit_card,970,0,,false
T001281,2025-04-05T17:09:00,S01,M001083,store,credit_card,165,0,,false
T001282,2025-04-05T15:00:00,S01,M000999,store,line_pay,445,0,,false
T001283,2025-04-05T20:32:00,S01,M000522,store,mobile_payment,1490,0,,false
T001284,2025-04-05T20:23:00,S01,,store,cash,2260,0,,false
T001285,2025-04-05T20:22:00,S03,M001003,store,cash,95,0,,false
T001286,2025-04-05T20:51:00,S03,M000165,store,line_pay,90,0,,false
T001287,2025-04-05T16:47:00,S03,M000052,store,mobile_payment,110,0,,false
T001288,2025-04-05T12:27:00,S03,M000221,store,line_pay,105,0,,false
T001289,2025-04-05T11:02:00,S03,M000660,store,credit_card,185,0,,false
T001290,2025-04-05T15:38:00,S03,M000253,store,cash,180,0,,false
T001291,2025-04-05T11:19:00,S03,M000520,store,credit_card,105,0,,false
T001292,2025-04-05T15:36:00,S04,,store,cash,2785,0,,false
T001293,2025-04-05T11:34:00,S05,M000840,store,cash,480,0,,false
T001294,2025-04-05T14:57:00,S06,M000725,store,line_pay,145,0,,false
T001295,2025-04-05T11:57:00,S06,M000443,store,mobile_payment,110,0,,false
T001296,2025-04-05T19:51:00,S06,M000984,store,mobile_payment,1485,0,,false
T001297,2025-04-05T12:35:00,S99,M001081,online,line_pay,925,0,,false
T001298,2025/04/06 20:38,S01,M000697,store,line_pay,895,0,,false
T001299,2025-04-06T14:45:00,S01,M000914,store,cash,1040,0,,false
T001300,2025-04-06T11:59:00,S02,M001087,store,mobile_payment,160,0,,false
T001301,2025-04-06T14:43:00,S02,M000994,store,credit_card,130,0,,false
T001302,2025-04-06T15:10:00,S02,M000634,store,line_pay,290,0,,false
T001303,2025-04-06T19:48:00,S03,M000011,store,mobile_payment,105,0,,false
T001304,2025-04-06T14:38:00,S03,M000982,store,line_pay,130,0,,false
T001305,2025-04-06T17:02:00,S03,M001071,store,credit_card,110,0,,false
T001306,2025-04-06T15:10:00,S03,M000358,store,mobile_payment,125,0,,false
T001307,2025-04-06T19:59:00,S03,M000823,store,mobile_payment,160,0,,false
T001308,2025-04-06T16:38:00,S04,,store,credit_card,1625,0,,false
T001309,2025-04-06T11:50:00,S04,,store,mobile_payment,1575,0,,false
T001310,2025-04-06T16:16:00,S06,M000594,store,cash,345,0,,false
T001311,2025-04-07T18:00:00,S01,M001073,store,line_pay,930,0,,false
T001312,2025-04-07T21:14:00,S02,M000104,store,line_pay,185,0,,false
T001313,2025-04-07T15:50:00,S02,M000854,store,mobile_payment,175,0,,false
T001314,2025-04-07T19:54:00,S03,M000235,store,credit_card,105,0,,false
T001315,2025-04-07T11:16:00,S03,M000562,store,line_pay,105,0,,false
T001316,2025-04-07T19:14:00,S03,M000308,store,mobile_payment,170,0,,false
T001317,2025-04-07T18:27:00,S03,M000916,store,line_pay,35,0,,false
T001318,2025-04-07T17:58:00,S04,M000249,store,cash,840,0,,false
T001319,2025-04-07T19:30:00,S04,M000542,store,line_pay,1090,0,,false
T001320,2025-04-07T18:07:00,S05,M000776,store,credit_card,110,0,,false
T001321,2025-04-07T17:39:00,S05,,store,credit_card,1335,0,,false
T001322,2025-04-07T09:03:00,S99,M001135,online,credit_card,185,0,,false
T001323,2025-04-08T19:41:00,S01,M000884,store,line_pay,325,0,,false
T001324,2025-04-08T20:56:00,S01,M000368,store,cash,430,0,,false
T001325,2025-04-08T12:20:00,S02,M000054,store,cash,160,0,,false
T001326,2025-04-08T21:04:00,S03,M000736,store,credit_card,125,0,,false
T001327,2025-04-08T12:12:00,S03,M000830,store,credit_card,190,0,,false
T001328,2025-04-08T21:56:00,S03,M000658,store,credit_card,100,0,,false
T001329,2025-04-08T20:41:00,S03,M001167,store,cash,35,0,,false
T001330,2025-04-08T20:28:00,S03,M000974,store,credit_card,90,0,,false
T001331,2025-04-08T20:38:00,S04,M000440,store,cash,1480,0,,false
T001332,2025-04-08T12:50:00,S04,M000277,store,cash,1439,0,,false
T001333,2025-04-08T18:54:00,S04,M000997,store,credit_card,900,0,,false
T001334,2025-04-08T12:39:00,S05,M000383,store,cash,350,0,,false
T001335,2025-04-08T18:43:00,S05,M000419,store,line_pay,270,0,,false
T001336,2025-04-08T19:12:00,S05,M000643,store,credit_card,-110,0,,true
T001337,2025-04-08T20:53:00,S06,M000188,store,cash,170,0,,false
T001338,2025-04-08T20:00:00,S06,M000617,store,line_pay,165,0,,false
T001339,2025-04-08T15:02:00,S06,M001015,store,credit_card,190,0,,false
T001340,2025-04-09T20:42:00,S01,M001182,store,cash,1425,0,,false
T001341,2025-04-09T11:55:00,S02,,store,cash,2070,0,,false
T001342,2025-04-09T19:47:00,S03,M000757,store,cash,95,0,,false
T001343,2025-04-09T15:16:00,S03,,store,mobile_payment,1592,83,,false
T001344,2025-04-09T20:02:00,S04,M001045,store,line_pay,1420,0,,false
T001345,2025-04-09T21:57:00,S04,,store,mobile_payment,1845,0,,false
T001346,2025-04-09T18:05:00,S05,M000313,store,mobile_payment,950,0,,false
T001347,2025-04-09T19:04:00,S05,M001034,store,line_pay,440,0,,false
T001348,2025-04-09T18:59:00,S05,,store,cash,1520,0,,false
T001349,2025-04-09T12:36:00,S05,,store,cash,-160,0,,true
T001350,2025-04-09T12:26:00,S06,M000130,store,mobile_payment,160,0,,false
T001351,2025-04-09T20:35:00,S99,M000603,online,credit_card,110,0,,false
T001352,2025-04-10T12:21:00,S01,M001189,store,cash,-110,0,,true
T001353,2025-04-10T12:25:00,S01,,store,cash,1790,0,,false
T001354,2025-04-10T21:07:00,S02,M000705,store,line_pay,95,0,,false
T001355,2025-04-10T11:38:00,S02,M000157,store,credit_card,110,0,,false
T001356,2025-04-10T19:07:00,S03,M000344,store,credit_card,130,0,,false
T001357,2025-04-10T20:39:00,S03,M000108,store,mobile_payment,175,0,,false
T001358,2025-04-10T19:57:00,S03,M000547,store,cash,180,0,,false
T001359,2025-04-10T19:04:00,S03,M001138,store,cash,70,0,,false
T001360,2025-04-10T20:45:00,S03,M000597,store,credit_card,185,0,,false
