txn_id,sku,qty,unit_price,line_amount
T001800,P-F004,1,58,58
T001800,P-L015,1,590,590
T001800,P-P026,1,280,280
T001800,P-P003,1,780,780
T001801,P-P028,1,200,200
T001801,P-P019,1,120,120
T001802,P-F006,1,336,336
T001802,P-H001,1,734,734
T001802,P-G009,1,460,460
T001802,P-P015,1,220,220
T001802,P-H017,1,640,640
T001803,P-H005,1,410,410
T001803,P-H001,1,734,734
T001803,P-H003,1,961,961
T001803,P-P006,1,250,250
T001803,P-F012,3,130,390
T001803,P-P029,1,320,320
T001804,P-G007,1,620,620
T001804,P-L002,1,220,220
T001804,P-F013,1,160,160
T001805,P-L003,1,150,150
T001805,P-F002,2,180,360
T001805,P-L005,2,180,360
T001805,P-F019,1,140,140
T001806,P-H012,1,480,480
T001806,P-L018,3,130,390
T001806,P-H007,1,520,520
T001807,P-F001,2,65,130
T001807,P-L014,1,180,180
T001807,P-F003,1,35,35
T001807,P-F014,1,95,95
T001808,P-P019,3,120,360
T001808,P-L019,1,110,110
T001809,P-H010,1,520,520
T001809,P-L009,1,280,280
T001809,P-L005,2,180,360
T001809,P-F016,2,110,220
T001810,P-F011,1,399,399
T001810,P-F009,1,126,126
T001810,P-H015,1,450,450
T001810,P-L008,1,450,450
T001810,P-P021,1,240,240
T001811,P-P015,1,220,220
T001811,P-L019,3,110,330
T001812,P-F003,2,35,70
T001813,P-L019,1,110,110
T001814,P-F016,1,110,110
T001814,P-F003,1,35,35
T001815,P-F003,1,35,35
T001815,P-F016,1,110,110
T001816,P-P024,1,540,540
T001816,P-P021,1,240,240
T001816,P-P022,1,380,380
T001817,P-H012,1,480,480
T001817,P-F018,1,180,180
T001817,P-F001,3,65,195
T001817,P-H007,1,520,520
T001818,P-B004,1,599,599
T001818,P-B009,1,240,240
T001818,P-B006,1,280,280
T001818,P-B010,1,220,220
T001819,P-F004,1,58,58
T001819,P-L003,2,150,300
T001819,P-P025,1,480,480
T001819,P-L005,1,180,180
T001819,P-F008,1,252,252
T001819,P-F018,3,180,540
T001819,P-L008,1,450,450
T001819,P-L002,1,220,220
T001820,P-H016,1,390,390
T001821,P-P019,1,120,120
T001821,P-H021,1,580,580
T001821,P-P012,2,180,360
T001821,P-P013,1,150,150
T001822,P-H013,1,850,850
T001822,P-P004,1,420,420
T001822,P-P027,1,220,220
T001823,P-P007,1,290,290
T001823,P-P012,2,180,360
T001823,P-P013,3,150,450
T001823,P-L014,2,180,360
T001823,P-P001,1,260,260
T001823,P-P013,1,150,150
T001824,P-F015,1,260,260
T001824,P-P016,1,280,280
T001824,P-P023,1,260,260
T001824,P-F016,1,110,110
T001825,P-L021,2,90,180
T001825,P-F016,1,110,110
T001825,P-F014,1,95,95
T001826,P-L019,3,110,330
T001826,P-L009,1,280,280
T001826,P-H016,1,390,390
T001826,P-L003,1,150,150
T001827,P-F015,1,260,260
T001827,P-L008,1,450,450
T001827,P-F003,2,35,70
T001827,P-L003,1,150,150
T001828,P-H002,1,454,454
T001828,P-F008,1,252,252
T001828,P-H001,1,734,734
T001828,P-L012,1,460,460
T001828,P-P002,1,380,380
T001828,P-L014,3,180,540
T001829,P-B004,1,599,599
T001829,P-B006,1,280,280
T001830,P-L002,1,220,220
T001830,P-L020,1,190,190
T001830,P-G006,1,560,560
T001830,P-L024,1,420,420
T001830,P-L011,1,520,520
T001830,P-L003,1,150,150
T001831,P-P012,2,180,360
T001831,P-P027,1,220,220
T001831,P-P023,1,260,260
T001831,P-L019,1,110,110
T001832,P-F005,1,158,158
T001832,P-L005,1,180,180
T001832,P-H017,1,640,640
T001832,P-F019,2,140,280
T001833,P-F009,1,126,126
T001833,P-F009,1,126,126
T001833,P-F007,1,94,94
T001833,P-L005,3,180,540
T001833,P-F001,3,65,195
T001833,P-P030,1,300,300
T001834,P-L022,3,160,480
T001834,P-F014,1,95,95
T001835,P-P002,1,380,380
T001835,P-P026,1,280,280
T001835,P-P020,1,350,350
T001835,P-P027,1,220,220
T001835,P-P019,1,120,120
T001836,P-G005,1,420,420
T001836,P-F003,4,35,140
T001836,P-F013,1,160,160
T001837,P-G002,2,480,960
T001837,P-G003,1,380,380
T001838,P-H012,1,480,480
T001838,P-F018,1,180,180
T001838,P-F001,2,65,130
T001838,P-F003,2,35,70
T001839,P-H012,1,480,480
T001839,P-L003,2,150,300
T001839,P-F003,1,35,35
T001839,P-F014,1,95,95
T001840,P-F015,-1,260,-260
T001841,P-F003,1,35,35
T001842,P-F003,3,35,105
T001842,P-L021,1,90,90
T001843,P-L018,3,130,390
T001843,P-P002,1,380,380
T001843,P-F019,1,140,140
T001843,P-F003,2,35,70
T001844,P-F004,1,58,58
T001844,P-H002,1,454,454
T001844,P-F005,1,158,158
T001844,P-F015,1,260,260
T001844,P-L005,3,180,540
T001844,P-P013,1,150,150
T001845,P-B005,1,320,320
T001845,P-B008,1,380,380
T001845,P-B009,1,240,240
T001846,P-G007,1,620,620
T001846,P-P026,1,280,280
T001846,P-P021,1,240,240
T001846,P-P019,1,120,120
T001847,P-H016,1,390,390
T001848,P-F001,3,65,195
T001848,P-L003,2,150,300
T001848,P-F016,1,110,110
T001848,P-P011,1,320,320
T001848,P-F003,1,35,35
T001848,P-P029,1,320,320
T001849,P-G003,1,380,380
T001849,P-P012,1,180,180
T001849,P-P022,1,380,380
T001849,P-P016,1,280,280
T001849,P-P019,1,120,120
T001850,P-P001,1,260,260
T001850,P-P017,1,260,260
T001850,P-F017,1,220,220
T001850,P-P019,1,120,120
T001851,P-F018,1,180,180
T001851,P-F014,1,95,95
T001851,P-L021,1,90,90
T001852,P-H025,1,480,480
T001852,P-P017,1,260,260
T001852,P-P028,1,200,200
T001852,P-P019,1,120,120
T001853,P-L018,2,130,260
T001853,P-L021,1,90,90
T001854,P-F003,1,35,35
T001854,P-L021,1,90,90
T001855,P-L006,1,680,680
T001855,P-F013,1,160,160
T001855,P-F018,1,180,180
T001855,P-H001,1,734,734
T001855,P-L017,1,620,620
T001855,P-L007,1,320,320
T001855,P-P011,1,320,320
T001856,P-F003,2,35,70
T001857,P-F014,1,95,95
T001857,P-F003,1,35,35
T001858,P-L021,1,90,90
T001859,P-B004,1,599,599
T001859,P-B008,1,380,380
T001859,P-B009,1,240,240
T001859,P-B007,1,260,260
T001860,P-F006,1,336,336
T001860,P-F005,1,158,158
T001860,P-F017,1,220,220
T001860,P-L021,2,90,180
T001860,P-L007,1,320,320
T001861,P-L009,1,280,280
T001861,P-L010,1,240,240
T001861,P-L018,2,130,260
T001861,P-F001,1,65,65
T001861,P-L002,1,220,220
T001861,P-P013,1,150,150
T001862,P-H012,1,480,480
T001862,P-L001,1,260,260
T001862,P-F001,3,65,195
T001863,P-H012,1,480,480
T001863,P-F015,1,260,260
T001863,P-L018,1,130,130
T001863,P-F003,3,35,105
T001863,P-H007,1,520,520
T001864,P-L021,1,90,90
T001864,P-F003,1,35,35
T001864,P-F001,1,65,65
T001865,P-P011,1,320,320
T001865,P-G002,1,480,480
T001865,P-P019,4,120,480
T001866,P-G003,1,380,380
T001866,P-P012,1,180,180
T001866,P-L021,1,90,90
T001867,P-L015,1,590,590
T001867,P-P008,1,460,460
T001867,P-L004,3,160,480
T001868,P-L018,1,130,130
T001868,P-F001,3,65,195
T001868,P-F014,1,95,95
T001869,P-L009,1,280,280
T001869,P-F003,1,35,35
T001869,P-L019,1,110,110
T001870,P-F008,1,252,252
T001870,P-F009,1,126,126
T001870,P-H001,1,734,734
T001870,P-P003,1,780,780
T001870,P-P019,2,120,240
T001870,P-P017,1,260,260
T001871,P-F003,2,35,70
T001871,P-L019,1,110,110
T001872,P-H003,1,961,961
T001872,P-F009,1,126,126
T001872,P-F005,1,158,158
T001872,P-L017,1,620,620
T001872,P-P008,1,460,460
T001872,P-L022,1,160,160
T001873,P-H012,1,480,480
T001873,P-L022,1,160,160
T001873,P-F012,1,130,130
T001873,P-F001,1,65,65
T001874,P-P013,1,150,150
T001874,P-P019,1,120,120
T001875,P-L020,1,190,190
T001875,P-L007,1,320,320
T001875,P-L012,1,460,460
T001875,P-L014,1,180,180
T001875,P-F013,1,160,160
T001876,P-G003,1,380,380
T001876,P-L003,2,150,300
T001876,P-P018,1,580,580
T001876,P-L025,1,1180,1180
T001876,P-L020,1,190,190
T001876,P-H016,1,390,390
T001877,P-H012,1,480,480
T001877,P-F019,1,140,140
T001877,P-L003,1,150,150
T001877,P-L019,1,110,110
T001877,P-H007,1,520,520
T001878,P-G002,1,480,480
T001878,P-G004,2,320,640
T001879,P-G004,1,320,320
T001879,P-P025,1,480,480
T001879,P-P013,1,150,150
T001879,P-P019,2,120,240
T001880,P-P019,1,120,120
T001880,P-P014,1,320,320
T001880,P-G003,1,380,380
T001880,P-P023,1,260,260
T001880,P-P001,1,260,260
T001880,P-P027,1,220,220
T001881,P-L019,1,110,110
T001882,P-G008,1,780,780
T001882,P-P004,1,420,420
T001882,P-L021,2,90,180
T001882,P-F003,4,35,140
T001883,P-F001,1,65,65
T001883,P-L021,1,90,90
T001884,P-F003,1,35,35
T001884,P-F016,1,110,110
T001885,P-F008,1,252,252
T001885,P-H003,1,961,961
T001885,P-F006,1,336,336
T001885,P-L013,1,380,380
T001885,P-P011,1,320,320
T001885,P-P012,2,180,360
T001886,P-L018,3,130,390
T001886,P-P027,1,220,220
T001886,P-G007,1,620,620
T001886,P-H015,1,450,450
T001886,P-L001,1,260,260
T001886,P-G005,1,420,420
T001887,P-P021,1,240,240
T001887,P-G009,1,460,460
T001887,P-P030,1,300,300
T001887,P-P019,1,120,120
T001888,P-P004,1,420,420
T001888,P-F018,1,180,180
T001888,P-P015,1,220,220
T001888,P-F013,3,160,480
T001889,P-F006,1,336,336
T001889,P-L014,1,180,180
T001889,P-F001,3,65,195
T001889,P-H016,1,390,390
T001889,P-F006,1,336,336
T001889,P-P027,1,220,220
T001889,P-L022,1,160,160
T001889,P-L019,1,110,110
T001890,P-G006,1,560,560
T001890,P-L015,1,590,590
T001890,P-P017,1,260,260
T001890,P-P012,2,180,360
T001890,P-P021,1,240,240
T001890,P-L004,1,160,160
T001891,P-H012,1,480,480
T001891,P-F002,3,180,540
T001892,P-L002,1,220,220
T001892,P-F019,1,140,140
T001892,P-F014,1,95,95
T001893,P-L019,2,110,220
T001893,P-F001,2,65,130
T001893,P-F003,1,35,35
T001894,P-F003,4,35,140
T001894,P-F001,2,65,130
T001894,P-L019,1,110,110
T001895,P-G002,1,480,480
T001895,P-L004,2,160,320
T001895,P-F002,3,180,540
T001895,P-L022,1,160,160
T001896,P-H002,1,454,454
T001896,P-H001,1,734,734
T001896,P-L019,3,110,330
T001896,P-L021,1,90,90
T001896,P-F003,1,35,35
T001897,P-H002,1,454,454
T001897,P-P015,1,220,220
T001897,P-P021,1,240,240
T001897,P-F020,1,190,190
T001898,P-P023,1,260,260
T001898,P-P012,1,180,180
T001898,P-P005,1,340,340
T001898,P-L018,2,130,260
T001899,P-F003,1,35,35
T001900,P-F003,1,35,35
T001900,P-L019,1,110,110
T001901,P-F014,1,95,95
T001901,P-F001,1,65,65
T001902,P-F003,2,35,70
T001902,P-F014,1,95,95
T001903,P-B004,1,599,599
T001903,P-B005,2,320,640
T001903,P-B008,1,380,380
T001904,P-B009,3,240,720
T001904,P-B005,1,320,320
T001905,P-H006,1,1166,1166
T001905,P-H005,1,410,410
T001905,P-H001,1,734,734
T001905,P-L014,2,180,360
T001905,P-F012,2,130,260
T001905,P-P029,1,320,320
T001906,P-L005,1,180,180
T001906,P-F014,1,95,95
T001906,P-L019,1,110,110
T001907,P-F003,2,35,70
T001907,P-L021,1,90,90
T001908,P-P005,1,340,340
T001908,P-L021,1,90,90
T001908,P-P029,1,320,320
T001909,P-H006,1,1166,1166
T001909,P-H013,1,850,850
T001909,P-P017,1,260,260
T001909,P-L002,1,220,220
T001909,P-F004,1,58,58
T001909,P-P013,1,150,150
T001909,P-L002,1,220,220
T001909,P-F014,1,95,95
T001910,P-B004,1,599,599
T001910,P-B006,1,280,280
T001910,P-B007,1,260,260
T001910,P-B010,1,220,220
T001911,P-L021,2,90,180
T001911,P-F002,3,180,540
T001911,P-F020,1,190,190
T001911,P-F018,3,180,540
T001911,P-F014,1,95,95
T001912,P-H012,1,480,480
T001912,P-L004,3,160,480
T001913,P-H012,1,480,480
T001913,P-L004,1,160,160
T001913,P-F001,2,65,130
T001913,P-F016,1,110,110
T001913,P-H007,1,520,520
T001914,P-F003,3,35,105
T001914,P-F016,1,110,110
T001915,P-P021,1,240,240
T001915,P-F019,1,140,140
T001915,P-F016,1,110,110
T001915,P-H023,1,620,620
T001915,P-L018,3,130,390
T001915,P-F014,1,95,95
T001916,P-H012,1,480,480
T001916,P-L019,1,110,110
T001916,P-L018,1,130,130
T001916,P-F001,1,65,65
T001917,P-F008,1,252,252
T001917,P-H004,1,605,605
T001917,P-F006,1,336,336
T001917,P-P026,1,280,280
T001917,P-L021,1,90,90
T001917,P-F019,3,140,420
T001918,P-F016,1,110,110
T001919,P-F003,2,35,70
T001919,P-F001,1,65,65
T001920,P-F003,2,35,70
T001920,P-L014,1,180,180
T001920,P-F016,1,110,110
T001921,P-F014,2,95,190
T001921,P-F001,2,65,130
T001922,P-P030,1,300,300
T001922,P-H016,1,390,390
T001922,P-P019,1,120,120
T001922,P-P013,1,150,150
T001923,P-F014,2,95,190
T001924,P-F003,1,35,35
T001924,P-F014,1,95,95
T001925,P-P023,1,260,260
T001925,P-F013,1,160,160
T001925,P-F001,2,65,130
T001925,P-G002,1,480,480
T001925,P-P019,3,120,360
T001925,P-P001,1,260,260
T001926,P-F003,2,35,70
T001926,P-F014,2,95,190
T001926,P-F001,1,65,65
T001927,P-F009,1,126,126
T001927,P-H006,1,1166,1166
T001927,P-L019,1,110,110
T001927,P-L003,2,150,300
T001927,P-P012,1,180,180
T001928,P-P024,1,540,540
T001928,P-P013,2,150,300
T001928,P-P012,1,180,180
T001929,P-G004,1,320,320
T001929,P-F019,3,140,420
T001930,P-H012,-1,480,-480
T001931,P-F003,2,35,70
T001931,P-L021,1,90,90
T001932,P-H001,1,734,734
T001932,P-P028,1,200,200
T001932,P-H015,1,450,450
T001932,P-L003,1,150,150
T001933,P-F009,1,126,126
T001933,P-F006,1,336,336
T001933,P-G003,1,380,380
T001933,P-P016,1,280,280
T001933,P-L021,3,90,270
T001934,P-P004,1,420,420
T001934,P-P022,1,380,380
T001934,P-P013,2,150,300
T001934,P-P015,1,220,220
T001935,P-H023,1,620,620
T001935,P-P029,1,320,320
T001935,P-F018,1,180,180
T001935,P-F016,1,110,110
T001936,P-P028,1,200,200
T001936,P-F012,1,130,130
T001936,P-F001,2,65,130
T001937,P-F003,2,35,70
T001937,P-L019,1,110,110
T001938,P-F014,1,95,95
T001938,P-F001,1,65,65
T001939,P-L002,1,220,220
T001939,P-L019,1,110,110
T001939,P-L021,1,90,90
T001940,P-P029,1,320,320
T001940,P-P011,1,320,320
T001940,P-P023,1,260,260
T001940,P-P012,1,180,180
T001940,P-P019,1,120,120
T001941,P-P010,1,620,620
T001941,P-P028,1,200,200
T001941,P-P019,3,120,360
T001942,P-P019,2,120,240
T001943,P-H016,1,390,390
T001944,P-F014,2,95,190
T001944,P-P023,1,260,260
T001944,P-P007,1,290,290
T001944,P-P013,1,150,150
T001944,P-F001,1,65,65
T001945,P-F006,1,336,336
T001945,P-F005,1,158,158
T001945,P-H001,1,734,734
T001945,P-P011,1,320,320
T001945,P-F013,2,160,320
T001945,P-L021,1,90,90
T001946,P-L024,1,420,420
T001946,P-P028,1,200,200
T001946,P-L002,1,220,220
T001946,P-F003,1,35,35
T001947,P-P018,1,580,580
T001947,P-L010,1,240,240
T001947,P-F001,1,65,65
T001947,P-L019,1,110,110
T001948,P-P006,1,250,250
T001948,P-L019,1,110,110
T001948,P-F003,1,35,35
T001949,P-F005,1,158,158
T001949,P-F005,1,158,158
T001949,P-P012,3,180,540
T001949,P-G006,1,560,560
T001949,P-L018,2,130,260
T001949,P-P013,2,150,300
T001950,P-F003,2,35,70
T001950,P-L021,1,90,90
T001951,P-P028,1,200,200
T001951,P-P001,1,260,260
T001951,P-P019,2,120,240
T001951,P-P013,2,150,300
T001952,P-P014,1,320,320
T001952,P-H017,1,640,640
T001952,P-F014,2,95,190
T001952,P-L009,1,280,280
T001952,P-F012,1,130,130
T001953,P-P025,1,480,480
T001953,P-L001,1,260,260
T001953,P-F015,1,260,260
T001953,P-P002,1,380,380
T001953,P-F018,1,180,180
T001953,P-L014,1,180,180
T001954,P-F005,1,158,158
T001954,P-H020,1,720,720
T001954,P-P005,1,340,340
T001954,P-F014,1,95,95
T001955,P-F001,1,65,65
T001955,P-F014,1,95,95
T001956,P-F003,3,35,105
T001956,P-L021,3,90,270
T001957,P-G006,1,560,560
T001957,P-P013,1,150,150
T001957,P-P019,1,120,120
T001958,P-F011,1,399,399
T001958,P-H021,1,580,580
T001958,P-P006,1,250,250
T001958,P-F019,1,140,140
T001958,P-H006,1,1166,1166
T001958,P-L010,1,240,240
T001958,P-L003,1,150,150
T001958,P-L018,2,130,260
T001959,P-L019,2,110,220
T001959,P-F001,1,65,65
T001960,P-F003,3,35,105
T001960,P-F001,1,65,65
T001961,P-H023,1,620,620
T001961,P-P018,1,580,580
T001961,P-P019,3,120,360
T001962,P-P026,1,280,280
T001962,P-P002,1,380,380
T001962,P-P029,1,320,320
T001962,P-P019,3,120,360
T001963,P-F019,1,140,140
T001963,P-P008,1,460,460
T001963,P-P011,1,320,320
T001963,P-P014,1,320,320
T001963,P-F019,3,140,420
T001963,P-F003,1,35,35
T001964,P-F020,1,190,190
T001964,P-L013,1,380,380
T001964,P-L003,2,150,300
T001964,P-P024,1,540,540
T001964,P-F014,1,95,95
T001964,P-L021,3,90,270
T001965,P-F008,1,252,252
T001965,P-P030,1,300,300
T001965,P-G005,1,420,420
T001965,P-F013,3,160,480
T001965,P-F004,1,58,58
T001965,P-F008,1,252,252
T001965,P-F012,3,130,390
T001965,P-F003,3,35,105
T001966,P-F010,1,79,79
T001966,P-F007,1,94,94
T001966,P-H005,1,410,410
T001966,P-L009,1,280,280
T001966,P-P021,1,240,240
T001966,P-L022,1,160,160
T001967,P-L020,1,190,190
T001967,P-P008,1,460,460
T001967,P-F019,1,140,140
T001967,P-L019,1,110,110
T001968,P-L022,2,160,320
T001968,P-F001,1,65,65
T001969,P-P002,1,380,380
T001969,P-P019,1,120,120
T001969,P-F016,1,110,110
T001970,P-F006,1,336,336
T001970,P-H001,1,734,734
T001970,P-L017,1,620,620
T001970,P-P003,1,780,780
T001970,P-F020,1,190,190
T001971,P-F007,1,94,94
T001971,P-F005,1,158,158
T001971,P-L014,2,180,360
T001971,P-H009,1,780,780
T001971,P-L022,1,160,160
T001972,P-P029,1,320,320
T001972,P-P013,1,150,150
T001972,P-F014,1,95,95
T001972,P-F002,3,180,540
T001972,P-F013,1,160,160
T001972,P-F014,1,95,95
T001973,P-F003,3,35,105
T001974,P-F003,3,35,105
T001975,P-F014,1,95,95
T001976,P-F004,1,58,58
T001976,P-F008,1,252,252
T001976,P-F008,1,252,252
T001976,P-G002,1,480,480
T001976,P-L005,1,180,180
T001976,P-P027,1,220,220
T001977,P-F005,1,158,158
T001977,P-F004,1,58,58
T001977,P-L001,1,260,260
T001977,P-P010,1,620,620
T001977,P-L009,1,280,280
T001978,P-L019,1,110,110
T001979,P-H004,1,605,605
T001979,P-F007,1,94,94
T001979,P-P005,1,340,340
T001979,P-L002,1,220,220
T001979,P-F013,1,160,160
T001980,P-H012,1,480,480
T001980,P-F015,1,260,260
T001980,P-F019,1,140,140
T001980,P-F001,1,65,65
T001980,P-H007,1,520,520
T001981,P-H001,1,734,734
T001981,P-P020,1,350,350
T001981,P-F013,1,160,160
T001981,P-F012,1,130,130
T001981,P-F009,1,126,126
T001981,P-P013,3,150,450
T001981,P-L020,1,190,190
T001981,P-F017,1,220,220
T001982,P-H012,1,480,480
T001982,P-L020,1,190,190
T001982,P-L003,1,150,150
T001982,P-F014,1,95,95
T001983,P-P019,3,120,360
T001983,P-P012,1,180,180
T001983,P-L021,1,90,90
T001984,P-F003,1,35,35
T001984,P-F001,1,65,65
T001985,P-L021,2,90,180
T001985,P-P024,1,540,540
T001985,P-P011,1,320,320
T001985,P-H010,1,520,520
T001985,P-P022,1,380,380
T001985,P-P019,1,120,120
T001986,P-F003,3,35,105
T001987,P-L021,1,90,90
T001988,P-F003,1,35,35
T001988,P-F016,1,110,110
T001989,P-G006,1,560,560
T001989,P-H015,1,450,450
T001989,P-L022,3,160,480
T001990,P-F009,1,126,126
T001990,P-F008,1,252,252
T001990,P-P001,1,260,260
T001990,P-L020,1,190,190
T001990,P-L021,3,90,270
T001991,P-P013,1,150,150
T001992,P-F003,1,35,35
T001992,P-F001,2,65,130
T001992,P-F016,1,110,110
T001993,P-G003,-1,380,-380
T001994,P-H004,1,605,605
T001994,P-F011,1,399,399
T001994,P-P027,1,220,220
T001994,P-F001,2,65,130
T001994,P-G010,1,1080,1080
T001995,P-P015,1,220,220
T001995,P-F014,1,95,95
T001995,P-F001,1,65,65
T001996,P-P018,1,580,580
T001996,P-L021,3,90,270
T001996,P-L019,1,110,110
T001997,P-F001,1,65,65
T001997,P-F014,2,95,190
T001997,P-F003,2,35,70
T001998,P-P030,1,300,300
T001998,P-P001,1,260,260
T001998,P-P016,1,280,280
T001998,P-P019,1,120,120
T001999,P-L004,3,160,480
T001999,P-P029,1,320,320
T001999,P-P019,2,120,240
T002000,P-G006,1,560,560
T002000,P-P030,1,300,300
T002000,P-F019,1,140,140
T002001,P-F004,1,58,58
T002001,P-H004,1,605,605
T002001,P-F014,1,95,95
T002001,P-G004,1,320,320
T002001,P-G009,1,460,460
T002002,P-F003,2,35,70
T002003,P-F003,3,35,105
T002004,P-B001,1,780,780
T002004,P-B010,2,220,440
T002004,P-B009,1,240,240
T002005,P-P010,1,620,620
T002005,P-P015,1,220,220
T002005,P-P019,1,120,120
T002005,P-P013,1,150,150
T002006,P-H017,1,640,640
T002006,P-L020,1,190,190
T002006,P-L018,2,130,260
T002006,P-L021,1,90,90
T002007,P-H001,1,734,734
T002007,P-H022,1,690,690
T002007,P-L014,2,180,360
T002007,P-P001,1,260,260
T002008,P-L009,1,280,280
T002008,P-F013,1,160,160
T002008,P-P024,1,540,540
T002008,P-P027,1,220,220
T002008,P-G010,1,1080,1080
T002008,P-P023,1,260,260
T002009,P-L022,1,160,160
T002009,P-F001,1,65,65
T002009,P-F016,1,110,110
T002010,P-P006,1,250,250
T002010,P-F014,1,95,95
T002010,P-F001,3,65,195
T002011,P-F016,1,110,110
T002012,P-F019,1,140,140
T002012,P-L013,1,380,380
T002012,P-P020,1,350,350
T002012,P-L005,1,180,180
T002012,P-F003,3,35,105
T002013,P-F016,1,110,110
T002014,P-F003,1,35,35
T002014,P-F014,1,95,95
T002015,P-L021,1,90,90
T002015,P-F014,1,95,95
T002016,P-F016,1,110,110
T002017,P-L002,1,220,220
T002017,P-P023,1,260,260
T002017,P-P021,1,240,240
T002018,P-F006,1,336,336
T002018,P-G002,1,480,480
T002018,P-F012,3,130,390
T002018,P-F015,1,260,260
T002019,P-F014,1,95,95
T002020,P-L019,1,110,110
T002021,P-L005,1,180,180
T002021,P-F003,1,35,35
T002021,P-F016,1,110,110
T002021,P-L021,1,90,90
T002022,P-L004,1,160,160
T002022,P-P019,1,120,120
T002022,P-L021,1,90,90
T002023,P-F012,3,130,390
T002023,P-F016,1,110,110
T002024,P-G006,1,560,560
T002024,P-F003,3,35,105
T002024,P-L019,2,110,220
T002025,P-F016,3,110,330
T002025,P-F003,1,35,35
T002025,P-L021,1,90,90
T002025,P-P013,1,150,150
T002025,P-H022,1,690,690
T002025,P-P028,1,200,200
T002026,P-G002,1,480,480
T002026,P-F012,3,130,390
T002026,P-F016,1,110,110
T002026,P-P021,1,240,240
T002026,P-P013,3,150,450
T002026,P-F013,2,160,320
T002027,P-F008,1,252,252
T002027,P-F006,1,336,336
T002027,P-P009,1,890,890
T002027,P-H023,1,620,620
T002027,P-F017,1,220,220
T002028,P-F003,1,35,35
T002028,P-F001,1,65,65
T002028,P-L021,1,90,90
T002029,P-F003,1,35,35
T002030,P-H012,1,480,480
T002030,P-F014,1,95,95
T002030,P-F019,1,140,140
T002030,P-F003,1,35,35
T002031,P-F001,3,65,195
T002032,P-F003,3,35,105
T002032,P-F001,1,65,65
T002033,P-L021,1,90,90
T002033,P-F014,1,95,95
T002034,P-P016,1,280,280
T002034,P-G003,1,380,380
T002034,P-F015,1,260,260
T002034,P-L010,1,240,240
T002034,P-P011,1,320,320
T002034,P-F003,3,35,105
T002035,P-G002,2,480,960
T002036,P-P015,1,220,220
T002036,P-P019,1,120,120
T002036,P-L019,1,110,110
T002037,P-L001,1,260,260
T002037,P-L019,1,110,110
T002037,P-F016,1,110,110
T002038,P-P002,1,380,380
T002038,P-F012,1,130,130
T002038,P-F002,3,180,540
T002039,P-F003,1,35,35
T002039,P-F001,1,65,65
T002040,P-L019,1,110,110
T002041,P-H023,1,620,620
T002041,P-P015,1,220,220
T002041,P-P013,2,150,300
T002042,P-H015,1,450,450
T002042,P-P012,1,180,180
T002042,P-P019,2,120,240
T002042,P-P027,1,220,220
T002042,P-P013,2,150,300
T002043,P-L023,1,540,540
T002043,P-F019,2,140,280
T002043,P-F016,2,110,220
T002043,P-L019,1,110,110
T002044,P-F003,1,35,35
T002045,P-F003,2,35,70
T002045,P-F014,1,95,95
T002046,P-F003,1,35,35
T002046,P-F014,1,95,95
T002047,P-L021,1,90,90
T002048,P-H025,1,480,480
T002048,P-G005,1,420,420
T002048,P-P028,1,200,200
T002048,P-P019,2,120,240
T002049,P-F011,1,399,399
T002049,P-P004,1,420,420
T002049,P-P019,2,120,240
T002049,P-F002,3,180,540
T002049,P-F008,1,252,252
T002049,P-P021,1,240,240
T002049,P-G003,1,380,380
T002049,P-P002,1,380,380
T002050,P-H004,1,605,605
T002050,P-F004,1,58,58
T002050,P-H002,1,454,454
T002050,P-P010,1,620,620
T002050,P-P016,1,280,280
T002050,P-F012,1,130,130
T002051,P-F001,1,65,65
T002051,P-F014,1,95,95
T002052,P-G008,1,780,780
T002052,P-P028,1,200,200
T002052,P-P027,1,220,220
T002052,P-P013,1,150,150
T002053,P-H001,1,734,734
T002053,P-F010,1,79,79
T002053,P-G001,1,880,880
T002053,P-L022,2,160,320
T002053,P-L019,3,110,330
T002054,P-H001,1,734,734
T002054,P-P012,2,180,360
T002054,P-P019,1,120,120
T002054,P-L019,1,110,110
T002055,P-L021,3,90,270
T002055,P-F014,1,95,95
T002056,P-F014,1,95,95
T002057,P-H006,1,1166,1166
T002057,P-F004,1,58,58
T002057,P-L019,3,110,330
T002057,P-F001,1,65,65
T002057,P-F016,1,110,110
T002058,P-F009,1,126,126
T002058,P-F005,1,158,158
T002058,P-H006,1,1166,1166
T002058,P-P012,3,180,540
T002058,P-F003,3,35,105
T002058,P-L003,1,150,150
T002059,P-L015,1,590,590
T002059,P-L002,1,220,220
T002059,P-F012,1,130,130
T002059,P-G004,1,320,320
T002059,P-F015,1,260,260
T002059,P-G002,1,480,480
T002060,P-F003,1,35,35
T002060,P-F001,1,65,65
T002060,P-L021,1,90,90
T002061,P-F003,3,35,105
T002062,P-H012,1,480,480
T002062,P-L007,1,320,320
T002062,P-L018,1,130,130
T002062,P-F014,1,95,95
T002063,P-B004,1,599,599
T002063,P-B009,2,240,480
T002063,P-B005,1,320,320
T002064,P-B004,1,599,599
T002064,P-B007,1,260,260
T002064,P-B005,1,320,320
T002064,P-B006,1,280,280
T002065,P-P026,1,280,280
T002065,P-L020,1,190,190
T002065,P-F017,1,220,220
T002065,P-F016,2,110,220
T002065,P-P030,1,300,300
T002066,P-G003,1,380,380
